id,name,age,policyNumber,months_as_customer,claimStatus,description,auto_make,autonomy_level,roadway_type,roadway_surface,posted_speed_limit,lighting,weather,mileage,usage_year,speed,acceleration,disengagement,collision_type,incident_severity,insurance_cost,cornering,distance_to_next_car
ab4c2e6a-d522-41a1-8d09-8478a12c94fa,Jenna Mitchell,43,534632,98,Rejected,Claim for windshield replacement,Chevrolet,ADS,Highway,Dry,70,Dawn / Dusk,Cloudy,19638,0,70,normal,0,Rear,Minor,1552,Smooth,49
bc29c601-74d9-496a-b181-93433f40ef5c,Charles Martinez,31,735596,72,Pending,Claim for windshield replacement,Nissan,ADS,Highway,Wet,70,Daylight,Rain,12411,1,2,normal,1,Side,Minor,3882,Smooth,0
1760b385-2b23-47a5-aab3-b0310b485361,Randy Johnson,26,855466,57,Pending,Claim for vehicle damage due to accident,Mercedes,ADS,Urban,Wet,30,Dark - Lighted,Rain,9951,0,4,normal,0,Side,Minor,3488,Smooth,9
54f1f0e5-5a42-4440-9834-2c3b77213d77,Rachel Foster,76,446542,237,Pending,Claim for windshield replacement,Nissan,ADS,Urban,Dry,40,Daylight,Clear,6356,1,10,normal,0,Rear,Minor,1539,Smooth,20
63bf61a7-21ad-407a-a263-e28ac19ee64c,Brian Rivera,47,376480,463,Pending,Claim for total vehicle loss due to collision,Mercedes,ADS,Highway,Dry,60,Daylight,Fog/Smoke,16525,0,57,risky,0,Side,Minor,2146,Smooth,36
285acf85-d7a9-424e-b3d4-8586a9d9d549,Stephanie Pittman,55,396514,463,Rejected,Claim for vehicle damage due to accident,Mercedes,ADS,Parking lot,Dry,10,Dark - Lighted,Clear,8892,0,6,normal,0,Side,Major,33954,Smooth,3
1ee30d75-a243-4728-ae77-df56eab76cf6,Joyce Scott,43,514009,73,Pending,Claim for total vehicle loss due to collision,Mercedes,ADS,Rural,Wet,60,Dawn / Dusk,Snow,5763,1,52,normal,0,Rear,Minor,3690,Sharp,12
bbcdc8db-91e1-41ea-ab1b-646139ec07fb,Mitchell Schultz,26,285882,346,Rejected,Claim for vehicle damage due to accident,BMW,ADS,Urban,Wet,25,Dawn / Dusk,Cloudy,8829,1,2,hard_braking,0,Rear,Minor,1496,Smooth,15
a74dc4d7-e66c-48ec-b7c0-d9c7e97aa977,Laura Carter,66,206224,463,Rejected,Claim for windshield replacement,Mercedes,ADS,Urban,Dry,45,Daylight,Cloudy,1043,1,22,normal,0,Side,Minor,3045,Smooth,22
4b1980e2-07c9-4c61-8ff4-b3dcd40c39fe,Patrick Reynolds,59,534280,796,Pending,Claim for windshield replacement,Saab,ADS,Urban,Dry,30,Dark - Lighted,Clear,10985,0,22,normal,1,Front,Minor,4044,Smooth,9
f6370ea6-f9f5-4a0d-9104-662f243aa73e,Taylor Morris,26,557768,550,Rejected,Claim for windshield replacement,Ford,ADS,Urban,Dry,40,Daylight,Clear,10775,0,14,crash,0,Front,Minor,712,Sharp,16
8dbef0ad-20d9-49ff-8479-528cd40f8c60,Michael Olson,68,661521,72,Pending,Claim for windshield replacement,Mercedes,ADS,Urban,Wet,45,Dark - Not Lighted,Rain,11608,0,21,risky,1,Front,Minor,3128,Aggressive,36
ff88200e-0006-46c1-8d78-f987c5a4522f,Dr. Chris Poole,31,132065,550,Rejected,Claim for windshield replacement,Ford,ADS,Highway,Wet,65,Daylight,Rain,10116,0,64,normal,0,Side,Major,32036,Smooth,13
039cdd3a-1593-4764-bf17-200d6e92bbf7,Michael Diaz,75,994176,796,Pending,Claim for vehicle damage due to accident,Volkswagen,ADS,Rural,Dry,55,Daylight,Clear,18362,1,50,normal,1,Front,Minor,3950,Smooth,27
d774285c-b2b3-413f-a955-2b8f09127126,Stephen Davidson,43,475667,237,Approved,Claim for windshield replacement,Honda,ADS,Highway,Dry,70,Dawn / Dusk,Fog/Smoke,6943,0,70,crash,0,Side,Minor,3609,Smooth,21
99b94388-f276-47c7-aa13-36dbd2d701e7,Barbara Ferguson,23,789055,500,Rejected,Claim for vehicle damage due to accident,Mercedes,ADS,Urban,Dry,35,Dark - Not Lighted,Clear,12278,0,17,risky,0,Rear,Minor,1571,Aggressive,10
70c67b1a-0c4b-4aa5-96eb-b3deca0cdec3,Kelsey Sanchez,75,158888,627,Rejected,Claim for vehicle damage due to accident,Honda,ADS,Highway,Wet,70,Dawn / Dusk,Rain,32412,2,70,crash,0,Side,Minor,2558,Sharp,21
17fe1a54-3999-4e6f-b1e1-a7bc3da27dcc,Chelsea Flores,46,727163,445,Pending,Claim for total vehicle loss due to collision,Mercedes,ADS,Highway,Dry,70,Dawn / Dusk,Clear,8308,0,59,normal,0,Front,Major,31315,Smooth,7
a86f17fb-95f4-47d3-9832-3c829dcbee46,Jessica King,75,230784,98,Approved,Claim for vehicle damage due to accident,Volkswagen,ADS,Urban,Wet,30,Daylight,Cloudy,42990,3,7,normal,0,Front,Minor,3174,Aggressive,24
68c1f0ea-d1d4-4034-9afd-848a97fdbc70,Alexis Daniel,30,458422,208,Approved,Claim for total vehicle loss due to collision,Honda,ADS,Urban,Dry,35,Daylight,Clear,13372,1,31,normal,0,Front,Major,17757,Smooth,24
ae4c826d-a379-4daf-bc95-ee7a3997735f,Jason Boyd,59,609248,208,Rejected,Claim for vehicle damage due to accident,Chevrolet,ADS,Urban,Dry,45,Daylight,Clear,13352,1,0,normal,0,Rear,Minor,2105,Smooth,1
bfc3a82a-6909-4f27-bd50-0d3ebdec83c5,Beverly Williams,43,366679,486,Rejected,Claim for windshield replacement,Ford,ADS,Highway,Dry,60,Daylight,Clear,30042,2,60,normal,1,Side,Major,16574,Smooth,12
93930035-4901-41e7-9b04-f5ec6513f254,Gerald Ross,57,309654,346,Rejected,Claim for total vehicle loss due to collision,Saab,ADS,Rural,Dry,55,Dark - Not Lighted,Cloudy,18032,0,0,normal,1,Rear,Major,24121,Smooth,1
615a9448-62f5-476d-b95f-56fd34165b18,Kathryn York,75,767492,486,Rejected,Claim for windshield replacement,Nissan,ADS,Urban,Dry,30,Daylight,Clear,6579,1,9,normal,1,Rear,Minor,2622,Aggressive,18
990f2dcc-af25-4896-9f8f-3d223973b4bf,Eric Miller,59,422349,167,Pending,Claim for total vehicle loss due to collision,Mercedes,ADS,Rural,Wet,50,Dawn / Dusk,Snow,10897,0,50,crash,0,Rear,Minor,1145,Smooth,20
d8680083-b6aa-44e0-bea7-ad67bad77ae5,Stuart Allen,66,220727,346,Rejected,Claim for vehicle damage due to accident,Mercedes,ADS,Urban,Dry,40,Dawn / Dusk,Windy,9703,0,26,normal,0,Side,Minor,1117,Smooth,16
3e8aa6c4-7a51-433b-8817-d779f057ea9e,Carolyn Rivera MD,26,787740,73,Rejected,Claim for windshield replacement,Volkswagen,ADS,Parking lot,Dry,10,Dark - Lighted,Clear,20916,2,5,normal,0,Side,Minor,916,Smooth,3
ddbaaaae-2d6f-439b-97ac-f195646bbca2,Melissa Phillips,43,822968,57,Rejected,Claim for total vehicle loss due to collision,Saab,ADS,Highway,Dry,60,Dark - Not Lighted,Clear,14755,0,55,risky,0,Rear,Minor,833,Smooth,12
2e5ed2ac-858f-4397-9a06-3e934b16199f,Kathryn Gonzalez,31,145438,796,Pending,Claim for windshield replacement,Toyota,ADS,Urban,Wet,40,Dark - Lighted,Rain,13416,0,39,normal,0,Front,Minor,1158,Aggressive,16
0aa13a9e-eb9e-4a8e-ae7f-9a33995bd6f5,Virginia Edwards,30,952578,445,Pending,Claim for windshield replacement,Ford,ADS,Urban,Dry,45,Dark - Lighted,Cloudy,8847,0,7,normal,1,Side,Major,34836,Aggressive,13
4ba65de9-e5c6-42b5-a25d-8daf933a2d4a,Carrie Duarte,66,166554,98,Pending,Claim for vehicle damage due to accident,Honda,ADS,Urban,Dry,30,Dark - Not Lighted,Clear,13250,0,0,normal,0,Side,Minor,1001,Aggressive,18
94678396-f56e-4b3e-a805-ae652b1d53b2,Eric Porter,30,808756,72,Pending,Claim for windshield replacement,Mercedes,ADS,Urban,Dry,30,Daylight,Clear,18874,2,4,risky,0,Side,Minor,946,Sharp,9
f6a092ff-05d3-443a-b1a7-541055a84a3d,Anthony Garcia,66,287507,500,Approved,Claim for windshield replacement,Ford,ADS,Highway,Dry,65,Dawn / Dusk,Clear,4986,1,62,normal,0,Side,Minor,4241,Aggressive,19
bf9322b4-5f76-487b-8b72-c968f60fbdcc,Dawn Shepard,43,732484,72,Pending,Claim for vehicle damage due to accident,Chevrolet,ADS,Urban,Dry,40,Daylight,Clear,15007,0,8,crash,0,Rear,Minor,1342,Sharp,20
ab4a6871-fb65-4cac-b702-ba00acd89f1e,Raymond Cuevas,43,764429,796,Pending,Claim for total vehicle loss due to collision,Volkswagen,ADS,Highway,Wet,60,Dawn / Dusk,Rain,14142,1,55,hard_braking,0,Rear,Major,23363,Aggressive,18
39a6b3a1-30bd-47ec-8a9d-9d854c572863,Tiffany Soto,43,332303,167,Rejected,Claim for vehicle damage due to accident,Mercedes,ADS,Urban,Dry,30,Daylight,Cloudy,13430,0,21,hard_braking,0,Side,Major,32139,Smooth,15
4f334f44-4b0a-43b9-9795-aade56e92de0,Kimberly Osborne,55,772229,72,Rejected,Claim for vehicle damage due to accident,Mercedes,ADS,Urban,Wet,40,Dark - Lighted,Fog/Smoke,9344,1,0,hard_braking,0,Front,Major,16255,Smooth,16
36251408-099d-4b6f-809c-6edf56004655,Jennifer Hunt,57,425166,463,Rejected,Claim for total vehicle loss due to collision,Mercedes,ADS,Highway,Dry,55,Daylight,Clear,15901,0,46,normal,0,Rear,Minor,817,Sharp,0
6942533a-98a7-45ce-9125-eae676163fbb,Kevin Young,47,199413,153,Approved,Claim for windshield replacement,Saab,ADS,Urban,Dry,40,Dark - Not Lighted,Clear,23490,2,19,normal,0,Side,Major,24140,Aggressive,12
7f792a6c-a7f8-4f79-b088-023ae4b9ca5a,Lauren Taylor,66,804444,208,Rejected,Claim for total vehicle loss due to collision,BMW,ADS,Rural,Dry,55,Dark - Lighted,Clear,19156,1,55,normal,0,Side,Major,15386,Smooth,16
5827c902-8587-4251-9ad6-c3dd597fa3ea,Cassandra Rodriguez,66,552867,98,Pending,Claim for total vehicle loss due to collision,Mercedes,ADS,Highway,Dry,55,Dark - Not Lighted,Clear,7765,0,53,crash,0,Side,Minor,906,Aggressive,27
d1b2667a-2a2d-48ed-a866-352451df40bf,Jordan Serrano,76,527984,796,Approved,Claim for windshield replacement,Volkswagen,ADS,Urban,Wet,45,Dark - Lighted,Snow,15991,0,24,hard_braking,0,Rear,Major,28836,Smooth,27
b6682e3f-0c20-4aeb-b4b4-d8b81152df32,Samantha Briggs,57,768913,500,Pending,Claim for total vehicle loss due to collision,Volkswagen,ADS,Rural,Dry,50,Daylight,Clear,8506,0,42,normal,0,Rear,Minor,3579,Smooth,25
6192a990-385b-44c9-9208-07c210acdc12,Jose Ho,55,794749,327,Pending,Claim for total vehicle loss due to collision,Mercedes,ADS,Rural,Wet,55,Daylight,Rain,3800,1,55,normal,0,Side,Major,27023,Smooth,11
bd2e55e2-ec6e-485f-98d6-ad5e2e852588,Courtney Lopez,23,332940,237,Pending,Claim for windshield replacement,Saab,ADS,Highway,Dry,70,Dark - Lighted,Clear,11235,0,59,normal,0,Front,Minor,1009,Smooth,28
7bebe31e-873c-454f-8bf8-e628d658ea87,Kyle Garrett,55,414379,346,Rejected,Claim for windshield replacement,Mercedes,ADS,Highway,Dry,60,Dark - Lighted,Cloudy,13808,0,60,normal,0,Side,Minor,1312,Sharp,30
61ba1e8a-c30c-4ec5-8e5b-bf8406572a87,Lisa Jackson,76,706097,57,Approved,Claim for vehicle damage due to accident,Mercedes,ADS,Urban,Dry,35,Dark - Lighted,Clear,11597,0,8,normal,0,Side,Major,35088,Smooth,0
acce56a9-1cf4-4fd2-9523-48530d5baeba,Grant Robinson,31,575985,405,Pending,Claim for vehicle damage due to accident,Mercedes,ADS,Urban,Dry,25,Dawn / Dusk,Clear,12855,0,10,normal,0,Rear,Major,13444,Aggressive,12
7fff695a-95ab-4594-9c90-29a4e6998316,Brett Oconnor,55,182171,237,Pending,Claim for windshield replacement,Honda,ADS,Urban,Dry,40,Daylight,Clear,6350,1,33,normal,0,Side,Major,24944,Smooth,8
5907e929-65b3-4487-83d5-5f63cbb65a5f,Christopher Rojas,43,245220,167,Rejected,Claim for windshield replacement,Volkswagen,ADS,Highway,Dry,55,Daylight,Clear,18520,0,55,normal,0,Rear,Major,15340,Smooth,16
89774eeb-edab-451c-9a7b-529e4ecb40c3,John Smith,75,886349,167,Rejected,Claim for windshield replacement,Volkswagen,ADS,Urban,Dry,45,Daylight,Clear,13564,2,43,normal,0,Side,Minor,2762,Sharp,9
abd4f983-5ad8-4cd0-8f9f-0d528453d310,Robert Kennedy,30,725996,237,Pending,Claim for windshield replacement,BMW,ADS,Urban,Dry,40,Dark - Not Lighted,Clear,8684,1,24,normal,0,Side,Major,31646,Smooth,12
69917363-1dcd-4886-9ea0-be0957804c17,Darren Williams,76,564140,445,Approved,Claim for total vehicle loss due to collision,Mercedes,ADS,Urban,Wet,45,Dawn / Dusk,Rain,15291,0,0,normal,0,Side,Major,29316,Smooth,0
0c2e0717-6353-4b8c-8bd2-53a3103fadc1,Robert Cowan,43,704055,796,Rejected,Claim for windshield replacement,Mercedes,ADS,Urban,Dry,25,Daylight,Clear,3825,0,8,normal,0,Side,Minor,2057,Smooth,17
9a805a36-f9b2-424d-bbaa-00c729a84a93,Melissa Lynch,43,448588,237,Rejected,Claim for windshield replacement,Nissan,ADS,Highway,Wet,65,Dark - Lighted,Sleet or Hail,16734,0,57,normal,0,Rear,Minor,2327,Smooth,0
c446e8d0-0778-4fcd-b6c4-9c24f8fabb2d,Tyler Morales,76,942476,73,Rejected,Claim for vehicle damage due to accident,Mercedes,ADS,Urban,Dry,25,Dawn / Dusk,Clear,15434,1,24,normal,0,Rear,Minor,2797,Smooth,2
aff72746-4849-4628-8051-5ea07c2b0276,Mr. Larry Graves MD,68,203590,237,Pending,Claim for vehicle damage due to accident,Mercedes,ADS,Urban,Dry,30,Dawn / Dusk,Clear,8050,0,6,normal,0,Side,Minor,1587,Smooth,3
3284abfc-4793-4608-ac1e-495ed193ac43,Alisha Harper,31,393159,208,Rejected,Claim for windshield replacement,Chevrolet,ADS,Urban,Dry,25,Daylight,Clear,28356,2,1,risky,0,Rear,Minor,1778,Sharp,2
aa1e4412-47fd-4de7-850a-bc7268c65653,Sarah Pratt,66,914922,208,Pending,Claim for vehicle damage due to accident,Chevrolet,ADS,Urban,Dry,35,Dawn / Dusk,Clear,8006,0,4,normal,0,Side,Major,20432,Aggressive,17
6867c404-dc16-4e1a-8df3-e6befd56b274,Ashley Harris,62,107734,237,Approved,Claim for windshield replacement,Saab,ADS,Parking lot,Wet,15,Dawn / Dusk,Snow,13717,0,9,normal,0,Side,Minor,3517,Aggressive,6
9eb47c58-db67-4699-872b-5283e50e92ab,James Shields,76,776781,167,Rejected,Claim for total vehicle loss due to collision,Chevrolet,ADS,Highway,Dry,65,Daylight,Clear,18671,1,65,risky,0,Rear,Minor,2257,Smooth,19
499753a8-7b63-4ec1-af01-c2d461dc19d8,Curtis Bennett,30,442516,167,Pending,Claim for total vehicle loss due to collision,Mercedes,ADS,Highway,Dry,60,Dark - Lighted,Clear,19372,0,52,normal,0,Rear,Minor,1799,Aggressive,36
1eeb7fc4-7f28-4570-b57e-3cedadd4170d,Leslie Kennedy,75,323068,73,Approved,Claim for windshield replacement,Saab,ADS,Urban,Wet,35,Daylight,Windy,7143,0,17,normal,0,Front,Minor,1300,Sharp,17
927b7bf4-ca70-41b2-af90-d067bbcab499,Robin Moore,59,953123,15,Rejected,Claim for windshield replacement,Chevrolet,ADS,Parking lot,Wet,5,Dark - Not Lighted,Rain,11715,1,2,normal,0,Front,Minor,2864,Smooth,0
cfb35f29-93a5-4275-8040-0c78d0ce463b,Sheila Casey,76,418022,167,Rejected,Claim for vehicle damage due to accident,Chevrolet,ADS,Urban,Dry,35,Dark - Not Lighted,Clear,6356,1,1,crash,0,Side,Minor,2418,Aggressive,7
01609f58-c25a-4841-92c8-5811f6b8fc12,Kylie Green,26,878905,208,Pending,Claim for windshield replacement,Mercedes,ADS,Urban,Dry,35,Daylight,Cloudy,11711,0,29,hard_braking,1,Side,Major,21902,Aggressive,24
4c262c46-db5a-4169-b058-60a32df6a28b,James Myers,62,786512,445,Rejected,Claim for vehicle damage due to accident,Chevrolet,ADS,Highway,Wet,70,Dark - Not Lighted,Snow,16072,0,59,crash,0,Front,Minor,1333,Smooth,28
474533ea-4ba4-4cf6-9770-3603bc004fd5,George Valencia,76,424002,57,Rejected,Claim for windshield replacement,Honda,ADS,Urban,Wet,40,Dawn / Dusk,Rain,15263,0,23,normal,0,Side,Minor,3143,Sharp,32
e7c548b6-9814-43b2-b9bf-04df523747a4,Robert Garcia,55,372370,167,Approved,Claim for windshield replacement,BMW,ADS,Urban,Wet,35,Dark - Not Lighted,Rain,10225,1,26,normal,0,Side,Minor,3389,Smooth,14
4df9fe7e-0374-4e23-a1bb-499fbe8af211,Alisha Bauer,62,488457,72,Rejected,Claim for windshield replacement,Chevrolet,ADS,Highway,Dry,65,Daylight,Cloudy,9320,1,55,normal,1,Front,Minor,3293,Aggressive,45
78d72a7c-f698-41dd-b1c3-c9c419e250a1,James Griffin,62,205701,796,Rejected,Claim for total vehicle loss due to collision,BMW,ADS,Highway,Dry,70,Daylight,Clear,12668,0,70,normal,1,Side,Minor,3844,Aggressive,21
5fdf0b7a-65a6-4855-89dd-f3b3a7b943d6,Heather Taylor,38,258943,500,Rejected,Claim for windshield replacement,Honda,ADS,Urban,Dry,25,Dark - Not Lighted,Cloudy,13843,0,22,normal,0,Rear,Minor,2525,Smooth,10
3b31e057-71a8-44aa-adc1-20c5a9868d0f,Mark Chavez,76,635098,486,Approved,Claim for total vehicle loss due to collision,Chevrolet,ADS,Highway,Wet,60,Dark - Lighted,Rain,7958,0,60,normal,0,Front,Major,35690,Aggressive,0
95feed68-6eba-463a-aeee-758a4f3a2b42,Michael Hunt,76,625221,627,Rejected,Claim for windshield replacement,Mercedes,ADS,Urban,Dry,35,Daylight,Clear,9020,0,27,normal,0,Side,Minor,1503,Smooth,3
4e2d522b-0f8d-4ec3-8d38-6997b5c506b8,Larry Brown,30,627608,627,Pending,Claim for windshield replacement,Saab,ADS,Highway,Wet,70,Dark - Lighted,Snow,12225,1,69,normal,0,Rear,Major,30421,Sharp,7
d7736f94-d007-4918-b308-4d52487609c9,Deborah Goodman,38,318861,72,Pending,Claim for total vehicle loss due to collision,Toyota,ADS,Highway,Dry,55,Dawn / Dusk,Clear,21648,2,2,normal,1,Rear,Minor,1013,Smooth,2
40de4c4b-5f10-4bb1-a70c-8b66bca2859b,Aaron Harvey,77,678327,796,Pending,Claim for vehicle damage due to accident,Volkswagen,ADS,Parking lot,Dry,10,Daylight,Clear,10397,1,4,normal,0,Rear,Minor,2325,Smooth,3
5aef73ed-ac62-4970-97f8-9a229a8a8182,Jeremy Ramirez,23,307978,327,Pending,Claim for total vehicle loss due to collision,Saab,ADS,Highway,Dry,60,Daylight,Clear,14918,2,60,normal,0,Side,Minor,1346,Smooth,12
988f0f65-17b5-4433-a0ea-b26333516d5c,Amy Pearson,62,111087,167,Rejected,Claim for total vehicle loss due to collision,Honda,ADS,Rural,Dry,55,Dark - Lighted,Clear,11709,0,52,normal,0,Side,Minor,1863,Smooth,33
a77146d4-b692-4661-95d0-79d6803273b7,Jerry Craig,75,604292,73,Approved,Claim for vehicle damage due to accident,Mercedes,ADS,Rural,Wet,55,Daylight,Rain,13385,0,50,normal,0,Rear,Minor,2953,Smooth,22
f0f7006a-6cdd-45f9-b928-6815e42cb233,William Brown,26,108800,796,Pending,Claim for windshield replacement,Mercedes,ADS,Rural,Dry,45,Dark - Not Lighted,Clear,10770,0,38,risky,0,Side,Minor,2281,Sharp,13
157c96e5-68e0-415f-bd28-894f30c0e7c0,Dr. Daniel Meyer,66,752122,15,Rejected,Claim for total vehicle loss due to collision,Mercedes,ADS,Parking lot,Wet,5,Daylight,Snow,22385,0,2,risky,0,Side,Minor,2210,Smooth,2
d6debe36-da3b-4f8b-8551-522053cdf8f9,Lauren Jones,38,307233,486,Pending,Claim for vehicle damage due to accident,Mercedes,ADS,Urban,Wet,45,Daylight,Rain,16182,0,40,normal,0,Front,Major,27813,Sharp,31
